participant_code,age,gender,f2f,phone,video,vr_chat,video_game,vr_game,avatar_type,disclosure_source,disclosure_sentiment,enjoyment_rating,comfort_rating,pleasantness_rating,real_person_rating,facial_realism_rating,body_realism_rating,room_realism_rating,space_realism_rating,eye_contact_percentage,pref_enjoyable,pref_comfortable,pref_pleasant,pref_real_person,pref_facial_realistic,pref_body_realistic,pref_room_realistic,pref_space_realistic,pref_eye_contact
N58,36,female,5,5,5,2,2,1,sync,experimenter,negative,5,5,5,5,1,1,5,4,29,1,1,1,1,1,3,1,1,1
N58,36,female,5,5,5,2,2,1,sync,experimenter,positive,5,5,5,5,1,1,5,4,29,1,1,1,1,1,3,1,1,1
N58,36,female,5,5,5,2,2,1,sync,participant,negative,5,5,5,2,2,2,4,5,9,1,1,1,1,1,3,1,1,1
N58,36,female,5,5,5,2,2,1,sync,participant,positive,4,5,4,5,1,1,5,4,10,1,1,1,1,1,3,1,1,1
N58,36,female,5,5,5,2,2,1,unreal,participant,negative,5,5,5,5,4,2,4,4,40,1,1,1,1,1,3,1,1,1
N58,36,female,5,5,5,2,2,1,unreal,participant,positive,5,5,5,5,2,2,4,4,29,1,1,1,1,1,3,1,1,1
O12,30,male,5,4,4,2,4,1,sync,experimenter,negative,3,2,3,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1
O12,30,male,5,4,4,2,4,1,sync,experimenter,positive,2,2,2,3,2,1,1,2,10,1,1,1,1,1,1,1,1,1
O12,30,male,5,4,4,2,4,1,sync,participant,negative,3,3,4,2,1,2,3,3,9,1,1,1,1,1,1,1,1,1
O12,30,male,5,4,4,2,4,1,sync,participant,positive,2,3,3,2,2,1,2,3,10,1,1,1,1,1,1,1,1,1
O12,30,male,5,4,4,2,4,1,unreal,participant,negative,4,4,4,4,5,5,5,4,90,1,1,1,1,1,1,1,1,1
O12,30,male,5,4,4,2,4,1,unreal,participant,positive,5,4,4,4,4,4,4,5,90,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,sync,experimenter,negative,2,2,2,2,2,2,2,2,50,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,sync,experimenter,positive,3,2,2,2,2,2,2,2,55,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,sync,participant,negative,2,2,2,1,1,2,2,2,45,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,sync,participant,positive,2,2,2,2,2,2,2,2,53,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,unreal,participant,negative,3,3,3,2,3,2,3,3,70,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,unreal,participant,positive,3,3,3,3,3,2,3,3,80,1,1,1,1,1,1,1,1,1
S11,32,male,4,1,1,2,1,2,sync,experimenter,negative,4,4,3,4,4,4,4,3,50,2,2,2,2,2,2,2,2,2
S11,32,male,4,1,1,2,1,2,sync,experimenter,positive,3,4,4,3,4,4,4,3,71,2,2,2,2,2,2,2,2,2
S11,32,male,4,1,1,2,1,2,sync,participant,negative,4,4,3,3,3,3,4,4,50,2,2,2,2,2,2,2,2,2
S11,32,male,4,1,1,2,1,2,sync,participant,positive,3,5,4,3,4,3,4,4,60,2,2,2,2,2,2,2,2,2
S11,32,male,4,1,1,2,1,2,unreal,participant,negative,4,4,3,2,2,4,3,3,50,2,2,2,2,2,2,2,2,2
S11,32,male,4,1,1,2,1,2,unreal,participant,positive,3,3,4,4,3,3,3,3,60,2,2,2,2,2,2,2,2,2
S2,23,male,5,5,3,2,5,1,sync,experimenter,negative,2,4,3,2,2,3,2,4,60,2,1,1,1,1,1,1,1,1
S2,23,male,5,5,3,2,5,1,sync,experimenter,positive,3,4,4,3,2,3,2,4,60,2,1,1,1,1,1,1,1,1
S2,23,male,5,5,3,2,5,1,sync,participant,negative,3,4,3,2,1,3,2,4,60,2,1,1,1,1,1,1,1,1
S2,23,male,5,5,3,2,5,1,sync,participant,positive,3,3,4,2,2,3,2,4,60,2,1,1,1,1,1,1,1,1
S2,23,male,5,5,3,2,5,1,unreal,participant,negative,3,3,2,2,4,3,3,4,90,2,1,1,1,1,1,1,1,1
S2,23,male,5,5,3,2,5,1,unreal,participant,positive,3,4,4,2,3,3,3,4,85,2,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,sync,experimenter,negative,2,2,2,2,1,1,2,2,8,1,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,sync,experimenter,positive,3,3,3,3,2,1,4,3,8,1,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,sync,participant,negative,1,1,2,1,1,1,1,2,8,1,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,sync,participant,positive,2,2,2,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,unreal,participant,negative,2,2,3,2,2,2,3,3,30,1,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,unreal,participant,positive,3,3,3,3,3,2,3,3,39,1,1,1,1,1,1,1,1,1
S38,42,male,5,4,2,1,2,1,sync,experimenter,negative,3,3,2,2,2,2,3,3,51,1,1,1,1,1,1,2,2,1
S38,42,male,5,4,2,1,2,1,sync,experimenter,positive,4,3,3,2,2,2,3,3,59,1,1,1,1,1,1,2,2,1
S38,42,male,5,4,2,1,2,1,sync,participant,negative,1,1,3,2,2,2,3,3,50,1,1,1,1,1,1,2,2,1
S38,42,male,5,4,2,1,2,1,sync,participant,positive,3,3,3,2,2,2,3,3,51,1,1,1,1,1,1,2,2,1
S38,42,male,5,4,2,1,2,1,unreal,participant,negative,4,4,4,3,3,2,3,3,71,1,1,1,1,1,1,2,2,1
S38,42,male,5,4,2,1,2,1,unreal,participant,positive,4,4,4,3,3,3,4,4,72,1,1,1,1,1,1,2,2,1
S46,47,female,5,5,4,2,3,2,sync,experimenter,negative,3,3,3,2,1,2,4,5,14,1,1,3,3,1,1,3,3,1
S46,47,female,5,5,4,2,3,2,sync,experimenter,positive,3,3,3,2,1,2,4,5,14,1,1,3,3,1,1,3,3,1
S46,47,female,5,5,4,2,3,2,sync,participant,negative,2,3,3,2,1,2,3,5,17,1,1,3,3,1,1,3,3,1
S46,47,female,5,5,4,2,3,2,sync,participant,positive,3,3,3,2,1,2,5,5,16,1,1,3,3,1,1,3,3,1
S46,47,female,5,5,4,2,3,2,unreal,participant,negative,3,3,3,4,3,3,4,5,70,1,1,3,3,1,1,3,3,1
S46,47,female,5,5,4,2,3,2,unreal,participant,positive,3,3,3,4,4,3,4,5,70,1,1,3,3,1,1,3,3,1
S5,19,non-binary,2,2,1,1,3,1,sync,experimenter,negative,3,4,4,5,2,2,5,5,70,2,2,1,2,2,2,2,2,2
S5,19,non-binary,2,2,1,1,3,1,sync,experimenter,positive,5,4,4,5,2,2,4,5,50,2,2,1,2,2,2,2,2,2
S5,19,non-binary,2,2,1,1,3,1,sync,participant,negative,3,5,4,3,1,2,3,5,40,2,2,1,2,2,2,2,2,2
S5,19,non-binary,2,2,1,1,3,1,sync,participant,positive,3,3,4,5,2,2,4,5,0,2,2,1,2,2,2,2,2,2
S5,19,non-binary,2,2,1,1,3,1,unreal,participant,negative,3,2,4,5,3,3,4,4,30,2,2,1,2,2,2,2,2,2
S5,19,non-binary,2,2,1,1,3,1,unreal,participant,positive,3,4,4,4,3,4,3,4,30,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,sync,experimenter,negative,5,5,5,4,3,3,4,4,94,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,sync,experimenter,positive,5,5,4,4,3,3,4,4,95,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,sync,participant,negative,5,5,5,4,4,3,4,4,95,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,sync,participant,positive,5,5,5,4,4,3,4,4,97,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,unreal,participant,negative,5,5,5,4,4,3,4,4,90,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,unreal,participant,positive,5,5,5,4,4,3,4,4,90,2,2,1,2,2,2,2,2,2
T26,28,male,5,5,5,1,5,1,sync,experimenter,negative,4,5,5,5,1,1,5,5,66,1,2,2,1,1,1,2,2,1
T26,28,male,5,5,5,1,5,1,sync,experimenter,positive,5,5,5,5,1,1,5,5,66,1,2,2,1,1,1,2,2,1
T26,28,male,5,5,5,1,5,1,sync,participant,negative,5,5,5,1,1,1,5,5,67,1,2,2,1,1,1,2,2,1
T26,28,male,5,5,5,1,5,1,sync,participant,positive,5,5,5,1,1,1,5,5,67,1,2,2,1,1,1,2,2,1
T26,28,male,5,5,5,1,5,1,unreal,participant,negative,4,5,4,5,2,5,5,2,91,1,2,2,1,1,1,2,2,1
T26,28,male,5,5,5,1,5,1,unreal,participant,positive,4,1,3,2,2,5,2,2,91,1,2,2,1,1,1,2,2,1
T3,24,female,5,5,3,4,1,1,sync,experimenter,negative,4,5,4,2,2,2,3,3,8,1,2,2,1,1,1,1,1,1
T3,24,female,5,5,3,4,1,1,sync,experimenter,positive,5,4,4,2,2,2,3,3,8,1,2,2,1,1,1,1,1,1
T3,24,female,5,5,3,4,1,1,sync,participant,negative,4,4,4,2,2,2,3,3,10,1,2,2,1,1,1,1,1,1
T3,24,female,5,5,3,4,1,1,sync,participant,positive,4,5,4,2,2,2,3,3,10,1,2,2,1,1,1,1,1,1
T3,24,female,5,5,3,4,1,1,unreal,participant,negative,4,4,5,4,4,3,5,5,60,1,2,2,1,1,1,1,1,1
T3,24,female,5,5,3,4,1,1,unreal,participant,positive,5,4,4,3,4,3,5,5,55,1,2,2,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,sync,experimenter,negative,3,3,3,2,2,2,3,4,51,1,1,1,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,sync,experimenter,positive,3,3,3,2,2,2,3,4,50,1,1,1,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,sync,participant,negative,2,3,3,2,2,2,3,4,51,1,1,1,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,sync,participant,positive,3,3,3,2,2,2,3,4,51,1,1,1,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,unreal,participant,negative,3,4,3,4,4,5,4,5,96,1,1,1,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,unreal,participant,positive,4,4,4,4,4,5,4,5,96,1,1,1,1,1,1,1,1,1
T35,32,female,5,5,4,1,1,2,sync,experimenter,negative,4,4,4,4,3,4,4,4,71,2,2,2,2,3,2,2,2,2
T35,32,female,5,5,4,1,1,2,sync,experimenter,positive,4,4,4,4,3,4,4,4,72,2,2,2,2,3,2,2,2,2
T35,32,female,5,5,4,1,1,2,sync,participant,negative,4,4,4,4,2,3,4,4,67,2,2,2,2,3,2,2,2,2
T35,32,female,5,5,4,1,1,2,sync,participant,positive,4,4,4,4,3,3,4,4,70,2,2,2,2,3,2,2,2,2
T35,32,female,5,5,4,1,1,2,unreal,participant,negative,1,2,1,1,1,1,3,2,31,2,2,2,2,3,2,2,2,2
T35,32,female,5,5,4,1,1,2,unreal,participant,positive,4,4,4,4,1,1,2,2,34,2,2,2,2,3,2,2,2,2
A16,21,female,5,5,3,2,3,2,unreal,experimenter,negative,5,5,5,5,5,5,5,5,100,1,1,1,1,1,1,1,1,1
A16,21,female,5,5,3,2,3,2,unreal,experimenter,positive,5,5,5,5,5,5,5,5,100,1,1,1,1,1,1,1,1,1
A21,18,female,5,5,5,2,1,1,unreal,experimenter,negative,4,5,5,3,2,2,2,3,21,2,2,2,2,2,2,2,2,3
A21,18,female,5,5,5,2,1,1,unreal,experimenter,positive,5,5,4,3,3,3,3,3,22,2,2,2,2,2,2,2,2,3
A38,19,female,5,5,5,2,5,2,unreal,experimenter,negative,3,4,4,4,3,4,4,3,85,1,2,2,1,1,1,1,1,1
A38,19,female,5,5,5,2,5,2,unreal,experimenter,positive,4,4,4,4,3,4,4,4,90,1,2,2,1,1,1,1,1,1
A4,22,female,5,5,4,4,1,2,unreal,experimenter,negative,4,4,4,4,5,4,4,4,85,1,1,1,1,1,1,2,2,1
A4,22,female,5,5,4,4,1,2,unreal,experimenter,positive,4,4,4,4,5,4,4,4,85,1,1,1,1,1,1,2,2,1
A47,29,female,5,5,5,1,1,1,unreal,experimenter,negative,3,4,3,2,2,2,1,4,45,1,1,1,1,1,1,1,2,1
A47,29,female,5,5,5,1,1,1,unreal,experimenter,positive,3,3,3,2,2,2,2,4,40,1,1,1,1,1,1,1,2,1
A57,28,female,5,5,4,1,1,1,unreal,experimenter,negative,2,3,2,1,2,2,5,5,80,2,1,3,3,1,1,2,2,1
A57,28,female,5,5,4,1,1,1,unreal,experimenter,positive,3,3,3,1,2,2,5,5,81,2,1,3,3,1,1,2,2,1
A9,19,female,5,4,5,1,1,1,unreal,experimenter,negative,4,3,3,2,2,2,2,2,90,2,2,2,3,3,2,3,3,3
A9,19,female,5,4,5,1,1,1,unreal,experimenter,positive,4,4,4,2,2,2,2,2,90,2,2,2,3,3,2,3,3,3
B14,20,male,5,4,4,1,3,1,unreal,experimenter,negative,3,3,4,4,4,4,3,4,80,1,1,1,1,1,1,1,1,1
B14,20,male,5,4,4,1,3,1,unreal,experimenter,positive,4,4,4,4,4,3,3,4,80,1,1,1,1,1,1,1,1,1
B54,35,male,5,4,3,5,5,1,unreal,experimenter,negative,3,3,3,4,2,2,4,4,80,2,2,2,2,2,2,2,2,1
B54,35,male,5,4,3,5,5,1,unreal,experimenter,positive,4,4,4,4,2,2,4,4,79,2,2,2,2,2,2,2,2,1
C18,20,male,5,5,5,1,3,1,unreal,experimenter,negative,4,4,3,5,3,3,4,5,71,1,1,1,1,1,1,1,2,1
C18,20,male,5,5,5,1,3,1,unreal,experimenter,positive,4,4,4,4,3,3,4,5,71,1,1,1,1,1,1,1,2,1
C25,48,female,5,5,3,1,1,1,unreal,experimenter,negative,4,5,5,5,5,5,5,5,96,1,1,1,1,1,1,1,1,1
C25,48,female,5,5,3,1,1,1,unreal,experimenter,positive,5,5,5,5,5,5,5,5,95,1,1,1,1,1,1,1,1,1
C39,40,female,5,5,4,1,1,1,unreal,experimenter,negative,2,2,3,2,2,2,3,3,14,2,2,2,2,2,2,2,2,2
C39,40,female,5,5,4,1,1,1,unreal,experimenter,positive,3,3,3,2,2,2,3,3,19,2,2,2,2,2,2,2,2,2
C45,28,female,5,5,3,1,2,1,unreal,experimenter,negative,2,2,3,1,1,2,3,3,80,1,2,2,1,1,1,2,2,1
C45,28,female,5,5,3,1,2,1,unreal,experimenter,positive,2,3,3,2,1,1,3,3,80,1,2,2,1,1,1,2,2,1
C48,26,female,5,5,5,1,2,1,unreal,experimenter,negative,4,4,3,4,4,3,3,5,75,1,1,1,1,1,1,1,1,1
C48,26,female,5,5,5,1,2,1,unreal,experimenter,positive,4,4,4,4,4,3,5,5,84,1,1,1,1,1,1,1,1,1
D41,55,female,5,4,5,1,1,1,unreal,experimenter,negative,2,3,3,3,2,2,3,3,71,2,2,2,2,2,2,2,2,2
D41,55,female,5,4,5,1,1,1,unreal,experimenter,positive,3,3,2,3,2,2,3,3,81,2,2,2,2,2,2,2,2,2
D42,18,male,5,4,2,1,5,1,unreal,experimenter,negative,3,3,3,3,4,4,4,3,78,2,2,2,2,1,1,2,2,2
D42,18,male,5,4,2,1,5,1,unreal,experimenter,positive,4,3,4,5,4,3,4,4,92,2,2,2,2,1,1,2,2,2
E30,18,female,5,5,2,1,1,1,unreal,experimenter,negative,4,4,4,3,5,3,5,5,100,1,1,3,1,1,1,1,2,1
E30,18,female,5,5,2,1,1,1,unreal,experimenter,positive,4,4,4,3,5,3,5,5,100,1,1,3,1,1,1,1,2,1
E33,21,female,5,4,3,1,1,1,unreal,experimenter,negative,4,5,4,4,2,3,5,5,72,3,3,3,1,1,1,1,2,1
E33,21,female,5,4,3,1,1,1,unreal,experimenter,positive,4,5,5,4,2,3,5,5,80,3,3,3,1,1,1,1,2,1
F17,19,male,5,5,3,1,4,2,unreal,experimenter,negative,3,4,3,4,2,3,3,4,17,2,2,2,2,2,1,1,1,2
F17,19,male,5,5,3,1,4,2,unreal,experimenter,positive,4,4,4,3,3,4,4,5,24,2,2,2,2,2,1,1,1,2
G36,52,female,5,5,4,2,1,2,unreal,experimenter,negative,5,5,5,4,3,3,3,5,70,1,1,1,1,1,1,1,1,1
G36,52,female,5,5,4,2,1,2,unreal,experimenter,positive,5,5,5,4,3,3,4,5,70,1,1,1,1,1,1,1,1,1
G50,64,female,5,5,4,1,1,1,unreal,experimenter,negative,4,5,4,4,4,4,5,5,41,1,1,1,1,1,1,2,2,1
G50,64,female,5,5,4,1,1,1,unreal,experimenter,positive,3,4,4,4,4,4,5,5,46,1,1,1,1,1,1,2,2,1
H51,35,female,2,2,2,1,1,1,unreal,experimenter,negative,4,4,4,4,3,3,4,4,60,1,1,3,1,1,1,1,3,2
H51,35,female,2,2,2,1,1,1,unreal,experimenter,positive,5,5,5,5,3,3,3,4,60,1,1,3,1,1,1,1,3,2
I1,35,female,4,5,5,1,5,1,unreal,experimenter,negative,4,4,5,4,4,4,4,4,70,1,1,1,1,1,1,2,2,1
I1,35,female,4,5,5,1,5,1,unreal,experimenter,positive,5,5,5,4,4,4,4,4,80,1,1,1,1,1,1,2,2,1
I19,27,male,5,4,3,1,2,2,unreal,experimenter,negative,3,3,4,2,2,2,3,3,40,2,3,2,2,1,2,1,2,2
I19,27,male,5,4,3,1,2,2,unreal,experimenter,positive,2,3,3,2,2,2,4,4,40,2,3,2,2,1,2,1,2,2
I49,24,female,5,5,2,1,3,1,unreal,experimenter,negative,3,3,3,4,2,2,3,3,75,2,2,1,2,2,2,2,2,2
I49,24,female,5,5,2,1,3,1,unreal,experimenter,positive,4,4,3,2,2,2,3,2,80,2,2,1,2,2,2,2,2,2
J13,23,female,5,4,2,1,2,2,unreal,experimenter,negative,2,2,3,3,2,2,3,3,90,2,2,2,1,1,1,1,2,1
J13,23,female,5,4,2,1,2,2,unreal,experimenter,positive,3,3,3,2,2,2,3,3,92,2,2,2,1,1,1,1,2,1
J29,61,female,2,5,2,1,1,1,unreal,experimenter,negative,4,5,5,4,3,3,4,3,82,2,2,2,2,2,2,2,2,2
J29,61,female,2,5,2,1,1,1,unreal,experimenter,positive,5,4,5,4,3,3,3,3,90,2,2,2,2,2,2,2,2,2
J34,30,male,5,5,3,1,3,1,unreal,experimenter,negative,4,4,4,4,2,3,4,4,80,1,1,1,1,2,1,1,1,1
J34,30,male,5,5,3,1,3,1,unreal,experimenter,positive,4,4,4,4,2,3,4,4,80,1,1,1,1,2,1,1,1,1
J43,22,female,5,4,2,1,3,1,unreal,experimenter,negative,2,2,2,3,1,2,4,3,81,2,2,2,2,2,2,1,2,3
J43,22,female,5,4,2,1,3,1,unreal,experimenter,positive,3,3,2,4,2,2,4,2,86,2,2,2,2,2,2,1,2,3
J52,25,female,5,4,5,2,3,2,unreal,experimenter,negative,4,4,4,4,3,4,5,5,86,1,1,1,1,1,1,1,1,1
J52,25,female,5,4,5,2,3,2,unreal,experimenter,positive,4,4,4,4,3,4,5,5,82,1,1,1,1,1,1,1,1,1
K31,55,female,2,1,2,2,2,2,unreal,experimenter,negative,2,2,2,2,2,2,1,1,20,1,1,1,3,1,1,2,2,1
K31,55,female,2,1,2,2,2,2,unreal,experimenter,positive,3,2,3,3,3,2,2,1,30,1,1,1,3,1,1,2,2,1
K52,29,female,5,5,5,1,5,1,unreal,experimenter,negative,4,4,4,4,2,2,3,4,20,1,1,1,1,3,3,1,2,1
K52,29,female,5,5,5,1,5,1,unreal,experimenter,positive,4,4,4,3,2,2,3,4,20,1,1,1,1,3,3,1,2,1
L15,29,male,5,5,5,1,5,1,unreal,experimenter,negative,3,4,3,3,3,2,4,4,50,1,1,1,1,2,2,2,2,1
L15,29,male,5,5,5,1,5,1,unreal,experimenter,positive,4,4,4,3,2,2,4,4,50,1,1,1,1,2,2,2,2,1
L37,32,female,5,5,4,1,5,1,unreal,experimenter,negative,3,4,4,4,3,4,4,4,60,1,1,1,1,1,1,1,1,1
L37,32,female,5,5,4,1,5,1,unreal,experimenter,positive,4,5,5,4,3,4,4,4,61,1,1,1,1,1,1,1,1,1
L56,21,female,5,5,2,1,1,1,unreal,experimenter,negative,3,3,3,3,3,2,4,5,69,1,1,1,1,1,1,1,1,2
L56,21,female,5,5,2,1,1,1,unreal,experimenter,positive,3,4,4,3,3,2,4,5,80,1,1,1,1,1,1,1,1,2
L8,32,female,5,5,4,1,2,1,unreal,experimenter,negative,5,5,5,5,5,5,5,5,100,1,1,1,1,1,1,1,1,1
L8,32,female,5,5,4,1,2,1,unreal,experimenter,positive,5,5,5,5,5,5,5,5,100,1,1,1,1,1,1,1,1,1
M23,33,male,5,5,4,1,2,1,unreal,experimenter,negative,2,3,3,3,3,2,3,3,82,1,1,1,1,1,1,2,2,1
M23,33,male,5,5,4,1,2,1,unreal,experimenter,positive,3,4,4,4,3,2,3,3,89,1,1,1,1,1,1,2,2,1
M24,21,female,5,5,3,2,2,1,unreal,experimenter,negative,3,4,4,4,3,3,4,3,80,1,2,1,1,1,1,2,1,1
M24,21,female,5,5,3,2,2,1,unreal,experimenter,positive,4,4,4,3,3,3,3,3,80,1,2,1,1,1,1,2,1,1
M5,36,female,5,5,2,1,2,1,unreal,experimenter,negative,3,3,3,2,2,2,2,2,51,2,2,2,2,2,2,2,2,2
M5,36,female,5,5,2,1,2,1,unreal,experimenter,positive,3,3,3,2,2,2,2,2,53,2,2,2,2,2,2,2,2,2
M56,34,male,5,2,1,1,5,2,unreal,experimenter,negative,2,2,2,2,2,2,2,3,36,1,1,1,1,1,1,1,1,1
M56,34,male,5,2,1,1,5,2,unreal,experimenter,positive,3,2,3,3,2,3,2,3,37,1,1,1,1,1,1,1,1,1
N10,48,female,5,5,5,1,1,1,unreal,experimenter,negative,3,3,3,2,1,1,2,1,14,1,1,1,3,1,1,3,1,1
N10,48,female,5,5,5,1,1,1,unreal,experimenter,positive,3,3,3,3,1,1,1,2,18,1,1,1,3,1,1,3,1,1
N22,32,female,5,5,5,5,1,1,unreal,experimenter,negative,5,4,4,5,5,4,5,5,93,1,1,1,1,1,1,1,1,1
N22,32,female,5,5,5,5,1,1,unreal,experimenter,positive,4,4,5,5,5,4,5,5,93,1,1,1,1,1,1,1,1,1
N44,19,female,5,5,3,2,2,2,unreal,experimenter,negative,1,2,2,2,1,2,4,4,29,1,1,1,1,1,1,1,1,2
N44,19,female,5,5,3,2,2,2,unreal,experimenter,positive,3,3,3,2,2,2,4,5,54,1,1,1,1,1,1,1,1,2
N58,36,female,5,5,5,2,2,1,unreal,experimenter,negative,5,5,5,4,2,1,4,4,29,1,1,1,1,1,3,1,1,1
N58,36,female,5,5,5,2,2,1,unreal,experimenter,positive,5,5,5,5,1,1,4,4,34,1,1,1,1,1,3,1,1,1
O12,30,male,5,4,4,2,4,1,unreal,experimenter,negative,4,4,5,4,5,5,4,5,90,1,1,1,1,1,1,1,1,1
O12,30,male,5,4,4,2,4,1,unreal,experimenter,positive,5,5,4,5,4,4,4,5,90,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,unreal,experimenter,negative,3,4,3,3,3,2,3,4,76,1,1,1,1,1,1,1,1,1
R20,19,female,5,5,4,1,2,2,unreal,experimenter,positive,4,4,4,3,3,2,3,3,75,1,1,1,1,1,1,1,1,1
S11,32,male,4,1,1,2,1,2,unreal,experimenter,negative,3,3,3,3,3,3,3,4,60,2,2,2,2,2,2,2,2,2
S11,32,male,4,1,1,2,1,2,unreal,experimenter,positive,3,4,4,4,4,3,3,4,50,2,2,2,2,2,2,2,2,2
S2,23,male,5,5,3,2,5,1,unreal,experimenter,negative,2,3,2,2,3,3,2,4,80,2,1,1,1,1,1,1,1,1
S2,23,male,5,5,3,2,5,1,unreal,experimenter,positive,3,4,3,2,3,3,2,4,80,2,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,unreal,experimenter,negative,3,3,4,4,2,2,4,4,31,1,1,1,1,1,1,1,1,1
S28,48,female,5,5,1,1,2,1,unreal,experimenter,positive,3,3,3,3,2,2,3,3,38,1,1,1,1,1,1,1,1,1
S38,42,male,5,4,2,1,2,1,unreal,experimenter,negative,4,4,3,3,3,3,3,3,71,1,1,1,1,1,1,2,2,1
S38,42,male,5,4,2,1,2,1,unreal,experimenter,positive,4,3,3,3,3,3,4,4,79,1,1,1,1,1,1,2,2,1
S46,47,female,5,5,4,2,3,2,unreal,experimenter,negative,3,3,4,4,3,3,4,5,71,1,1,3,3,1,1,3,3,1
S46,47,female,5,5,4,2,3,2,unreal,experimenter,positive,3,4,3,3,4,3,4,5,72,1,1,3,3,1,1,3,3,1
S5,19,non-binary,2,2,1,1,3,1,unreal,experimenter,negative,3,4,3,5,3,3,4,4,65,2,2,1,2,2,2,2,2,2
S5,19,non-binary,2,2,1,1,3,1,unreal,experimenter,positive,4,4,4,5,3,4,3,4,45,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,unreal,experimenter,negative,5,5,5,4,4,3,4,4,90,2,2,1,2,2,2,2,2,2
S6,22,female,1,1,3,1,2,1,unreal,experimenter,positive,5,5,5,4,4,3,4,4,91,2,2,1,2,2,2,2,2,2
T26,28,male,5,5,5,1,5,1,unreal,experimenter,negative,4,2,4,5,2,5,5,2,89,1,2,2,1,1,1,2,2,1
T26,28,male,5,5,5,1,5,1,unreal,experimenter,positive,4,2,4,5,2,5,5,2,90,1,2,2,1,1,1,2,2,1
T3,24,female,5,5,3,4,1,1,unreal,experimenter,negative,5,4,4,4,3,2,5,5,50,1,2,2,1,1,1,1,1,1
T3,24,female,5,5,3,4,1,1,unreal,experimenter,positive,5,4,4,3,4,4,5,5,60,1,2,2,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,unreal,experimenter,negative,3,4,4,4,4,4,4,5,96,1,1,1,1,1,1,1,1,1
T32,26,female,5,5,2,2,5,2,unreal,experimenter,positive,4,4,4,4,4,4,4,5,97,1,1,1,1,1,1,1,1,1
T35,32,female,5,5,4,1,1,2,unreal,experimenter,negative,2,2,2,1,1,1,2,2,29,2,2,2,2,3,2,2,2,2
T35,32,female,5,5,4,1,1,2,unreal,experimenter,positive,3,3,3,2,1,1,2,2,31,2,2,2,2,3,2,2,2,2
