participant_code,age,gender,f2f,phone,video,vr_chat,video_game,vr_game,avatar_type,disclosure_sentiment,enjoyment_rating,comfort_rating,pleasantness_rating,real_person_rating,facial_realism_rating,body_realism_rating,pref_enjoyable,pref_comfortable,pref_pleasant,pref_real_person,pref_facial_realistic,pref_body_realistic
L25,40,Female,5,4,5,1,5,1,low,positive,2,3,2,2,3,2,3,1,3,3,3,3
L25,40,Female,5,4,5,1,5,1,low,negative,2,2,2,2,2,2,3,1,3,3,3,3
L25,40,Female,5,4,5,1,5,1,medium,positive,1,1,1,1,1,2,3,1,3,3,3,3
L25,40,Female,5,4,5,1,5,1,medium,negative,1,1,1,1,1,2,3,1,3,3,3,3
L25,40,Female,5,4,5,1,5,1,high,positive,4,3,4,4,4,4,3,1,3,3,3,3
L25,40,Female,5,4,5,1,5,1,high,negative,3,4,3,4,4,4,3,1,3,3,3,3
K25,38,Male,5,2,2,1,1,1,medium,positive,2,2,2,1,1,1,1,1,1,1,1,1
K25,38,Male,5,2,2,1,1,1,medium,negative,2,3,3,1,1,1,1,1,1,1,1,1
K25,38,Male,5,2,2,1,1,1,high,positive,3,3,3,2,1,1,1,1,1,1,1,1
K25,38,Male,5,2,2,1,1,1,high,negative,3,3,3,1,1,1,1,1,1,1,1,1
K25,38,Male,5,2,2,1,1,1,high,positive,3,3,3,1,1,1,1,1,1,1,1,1
K25,38,Male,5,2,2,1,1,1,high,negative,3,3,3,1,1,1,1,1,1,1,1,1
C27,23,Female,5,4,3,1,1,1,high,positive,2,2,2,1,2,2,3,2,2,2,2,3
C27,23,Female,5,4,3,1,1,1,high,negative,2,1,2,1,2,2,3,2,2,2,2,3
C27,23,Female,5,4,3,1,1,1,low,positive,2,2,2,1,2,1,3,2,2,2,2,3
C27,23,Female,5,4,3,1,1,1,low,negative,2,2,2,1,1,1,3,2,2,2,2,3
C27,23,Female,5,4,3,1,1,1,medium,positive,2,3,3,1,3,2,3,2,2,2,2,3
C27,23,Female,5,4,3,1,1,1,medium,negative,2,3,3,1,3,2,3,2,2,2,2,3
T28,19,Female,5,5,2,2,2,2,low,positive,2,2,2,3,2,2,3,3,3,3,3,3
T28,19,Female,5,5,2,2,2,2,low,negative,2,2,2,4,3,3,3,3,3,3,3,3
T28,19,Female,5,5,2,2,2,2,medium,positive,2,2,2,4,5,4,3,3,3,3,3,3
T28,19,Female,5,5,2,2,2,2,medium,negative,2,2,2,4,5,4,3,3,3,3,3,3
T28,19,Female,5,5,2,2,2,2,high,positive,3,3,4,4,5,5,3,3,3,3,3,3
T28,19,Female,5,5,2,2,2,2,high,negative,3,3,4,5,5,4,3,3,3,3,3,3
H29,51,Female,5,4,3,1,2,1,medium,positive,4,4,4,2,3,3,1,1,1,3,3,3
H29,51,Female,5,4,3,1,2,1,medium,negative,2,2,2,2,2,2,1,1,1,3,3,3
H29,51,Female,5,4,3,1,2,1,high,positive,5,4,5,4,4,3,1,1,1,3,3,3
H29,51,Female,5,4,3,1,2,1,high,negative,3,3,3,3,3,3,1,1,1,3,3,3
H29,51,Female,5,4,3,1,2,1,low,positive,5,5,5,2,4,4,1,1,1,3,3,3
H29,51,Female,5,4,3,1,2,1,low,negative,2,3,3,2,4,4,1,1,1,3,3,3
K30,41,Female,5,5,3,1,1,1,high,positive,5,5,5,4,2,3,3,3,3,2,2,3
K30,41,Female,5,5,3,1,1,1,high,negative,4,5,5,4,2,3,3,3,3,2,2,3
K30,41,Female,5,5,3,1,1,1,low,positive,4,5,5,3,3,4,3,3,3,2,2,3
K30,41,Female,5,5,3,1,1,1,low,negative,3,5,5,3,2,3,3,3,3,2,2,3
K30,41,Female,5,5,3,1,1,1,medium,positive,5,5,5,3,3,1,3,3,3,2,2,3
K30,41,Female,5,5,3,1,1,1,medium,negative,4,5,5,3,3,1,3,3,3,2,2,3
A31,26,Male,4,4,2,1,3,1,low,positive,3,3,4,3,2,3,3,3,3,3,3,3
A31,26,Male,4,4,2,1,3,1,low,negative,2,3,3,3,3,2,3,3,3,3,3,3
A31,26,Male,4,4,2,1,3,1,medium,positive,4,3,4,4,3,4,3,3,3,3,3,3
A31,26,Male,4,4,2,1,3,1,medium,negative,3,3,4,2,2,4,3,3,3,3,3,3
A31,26,Male,4,4,2,1,3,1,high,positive,5,4,4,4,3,4,3,3,3,3,3,3
A31,26,Male,4,4,2,1,3,1,high,negative,4,4,3,4,3,4,3,3,3,3,3,3
K32,19,Female,5,4,3,1,5,1,medium,positive,3,4,5,4,5,3,1,3,3,3,3,3
K32,19,Female,5,4,3,1,5,1,medium,negative,2,3,3,4,4,4,1,3,3,3,3,3
K32,19,Female,5,4,3,1,5,1,high,positive,5,5,5,3,4,4,1,3,3,3,3,3
K32,19,Female,5,4,3,1,5,1,high,negative,3,4,3,3,3,4,1,3,3,3,3,3
K32,19,Female,5,4,3,1,5,1,low,positive,5,5,4,4,3,4,1,3,3,3,3,3
K32,19,Female,5,4,3,1,5,1,low,negative,3,3,3,4,3,4,1,3,3,3,3,3
K33,36,Female,5,4,3,1,2,1,high,positive,3,4,4,3,3,4,2,2,2,2,2,2
K33,36,Female,5,4,3,1,2,1,high,negative,4,4,4,4,4,3,2,2,2,2,2,2
K33,36,Female,5,4,3,1,2,1,low,positive,2,3,3,2,2,2,2,2,2,2,2,2
K33,36,Female,5,4,3,1,2,1,low,negative,3,4,3,2,2,2,2,2,2,2,2,2
K33,36,Female,5,4,3,1,2,1,medium,positive,4,4,4,4,4,4,2,2,2,2,2,2
K33,36,Female,5,4,3,1,2,1,medium,negative,4,4,4,4,4,4,2,2,2,2,2,2
F34,18,Male,5,5,2,1,5,1,low,positive,3,2,3,4,3,2,1,1,3,3,3,3
F34,18,Male,5,5,2,1,5,1,low,negative,2,2,1,2,2,2,1,1,3,3,3,3
F34,18,Male,5,5,2,1,5,1,medium,positive,4,3,3,2,3,2,1,1,3,3,3,3
F34,18,Male,5,5,2,1,5,1,medium,negative,2,1,2,3,3,2,1,1,3,3,3,3
F34,18,Male,5,5,2,1,5,1,high,positive,3,4,4,4,3,3,1,1,3,3,3,3
F34,18,Male,5,5,2,1,5,1,high,negative,2,2,2,3,3,2,1,1,3,3,3,3
M35,36,Female,5,4,5,1,1,3,medium,positive,2,4,3,2,3,3,1,3,1,3,3,3
M35,36,Female,5,4,5,1,1,3,medium,negative,2,3,4,3,4,3,1,3,1,3,3,3
M35,36,Female,5,4,5,1,1,3,high,positive,3,3,4,3,5,4,1,3,1,3,3,3
M35,36,Female,5,4,5,1,1,3,high,negative,2,2,2,3,4,4,1,3,1,3,3,3
M35,36,Female,5,4,5,1,1,3,low,positive,3,3,3,2,2,3,1,3,1,3,3,3
M35,36,Female,5,4,5,1,1,3,low,negative,3,3,3,2,2,3,1,3,1,3,3,3
D36,22,Man,5,4,5,1,1,1,high,positive,4,2,4,2,2,2,1,1,2,2,1,2
D36,22,Man,5,4,5,1,1,1,high,negative,2,1,1,3,2,2,1,1,2,2,1,2
D36,22,Man,5,4,5,1,1,1,low,positive,5,5,5,1,3,4,1,1,2,2,1,2
D36,22,Man,5,4,5,1,1,1,low,negative,1,1,1,2,3,4,1,1,2,2,1,2
D36,22,Man,5,4,5,1,1,1,medium,positive,3,4,3,4,4,3,1,1,2,2,1,2
D36,22,Man,5,4,5,1,1,1,medium,negative,2,3,4,4,5,4,1,1,2,2,1,2
D37,43,Female,4,4,2,1,1,1,low,positive,3,4,4,2,2,2,1,1,3,3,3,3
D37,43,Female,4,4,2,1,1,1,low,negative,2,2,3,1,2,1,1,1,3,3,3,3
D37,43,Female,4,4,2,1,1,1,medium,positive,2,2,2,1,2,1,1,1,3,3,3,3
D37,43,Female,4,4,2,1,1,1,medium,negative,1,1,2,1,1,2,1,1,3,3,3,3
D37,43,Female,4,4,2,1,1,1,high,positive,4,4,3,3,3,3,1,1,3,3,3,3
D37,43,Female,4,4,2,1,1,1,high,negative,2,3,3,4,3,3,1,1,3,3,3,3
S38,35,Male,5,4,2,1,3,1,medium,positive,2,4,3,2,1,2,1,3,1,3,3,3
S38,35,Male,5,4,2,1,3,1,medium,negative,2,4,3,2,1,2,1,3,1,3,3,3
S38,35,Male,5,4,2,1,3,1,high,positive,3,4,3,3,2,3,1,3,1,3,3,3
S38,35,Male,5,4,2,1,3,1,high,negative,3,4,4,3,2,3,1,3,1,3,3,3
S38,35,Male,5,4,2,1,3,1,low,positive,3,4,4,2,3,3,1,3,1,3,3,3
S38,35,Male,5,4,2,1,3,1,low,negative,3,4,4,2,3,3,1,3,1,3,3,3
S39,20,Male,5,4,5,1,1,1,high,positive,2,4,4,2,4,2,3,3,3,3,3,3
S39,20,Male,5,4,5,1,1,1,high,negative,2,2,2,2,3,3,3,3,3,3,3,3
S39,20,Male,5,4,5,1,1,1,low,positive,4,4,4,2,2,2,3,3,3,3,3,3
S39,20,Male,5,4,5,1,1,1,low,negative,4,4,4,2,2,2,3,3,3,3,3,3
S39,20,Male,5,4,5,1,1,1,medium,positive,3,3,3,2,2,2,3,3,3,3,3,3
S39,20,Male,5,4,5,1,1,1,medium,negative,3,3,4,2,2,2,3,3,3,3,3,3
T39,35,Female,5,4,3,2,5,2,low,positive,4,4,5,3,3,3,1,1,1,3,1,2
T39,35,Female,5,4,3,2,5,2,low,negative,4,4,5,3,3,3,1,1,1,3,1,2
T39,35,Female,5,4,3,2,5,2,medium,positive,4,4,3,3,3,2,1,1,1,3,1,2
T39,35,Female,5,4,3,2,5,2,medium,negative,4,4,4,3,2,2,1,1,1,3,1,2
T39,35,Female,5,4,3,2,5,2,high,positive,5,5,4,4,4,3,1,1,1,3,1,2
T39,35,Female,5,4,3,2,5,2,high,negative,5,5,5,4,4,4,1,1,1,3,1,2
S41,27,Female,5,4,2,1,4,1,medium,positive,2,3,3,3,2,2,1,3,1,3,3,1
S41,27,Female,5,4,2,1,4,1,medium,negative,2,2,3,2,2,2,1,3,1,3,3,1
S41,27,Female,5,4,2,1,4,1,high,positive,3,3,4,2,1,1,1,3,1,3,3,1
S41,27,Female,5,4,2,1,4,1,high,negative,2,3,3,1,1,1,1,3,1,3,3,1
S41,27,Female,5,4,2,1,4,1,low,positive,4,3,3,2,2,3,1,3,1,3,3,1
S41,27,Female,5,4,2,1,4,1,low,negative,2,3,3,2,2,3,1,3,1,3,3,1
O42,17,Female (transfeminine),5,2,2,1,5,2,high,positive,3,3,2,1,1,1,3,3,2,3,3,2
O42,17,Female (transfeminine),5,2,2,1,5,2,high,negative,2,2,3,1,2,1,3,3,2,3,3,2
O42,17,Female (transfeminine),5,2,2,1,5,2,low,positive,3,3,2,1,1,2,3,3,2,3,3,2
O42,17,Female (transfeminine),5,2,2,1,5,2,low,negative,1,2,2,2,1,2,3,3,2,3,3,2
O42,17,Female (transfeminine),5,2,2,1,5,2,medium,positive,3,4,3,2,3,1,3,3,2,3,3,2
O42,17,Female (transfeminine),5,2,2,1,5,2,medium,negative,4,3,4,4,2,1,3,3,2,3,3,2
K43,17,Female,5,5,1,1,2,2,low,positive,2,2,2,2,3,3,2,3,3,3,2,2
K43,17,Female,5,5,1,1,2,2,low,negative,2,2,2,3,3,3,2,3,3,3,2,2
K43,17,Female,5,5,1,1,2,2,medium,positive,3,3,3,3,2,2,2,3,3,3,2,2
K43,17,Female,5,5,1,1,2,2,medium,negative,3,3,3,3,2,3,2,3,3,3,2,2
K43,17,Female,5,5,1,1,2,2,high,positive,3,4,4,3,2,3,2,3,3,3,2,2
K43,17,Female,5,5,1,1,2,2,high,negative,3,4,3,2,2,3,2,3,3,3,2,2
S44,47,Female,5,5,2,2,1,2,medium,positive,3,4,5,4,3,4,3,3,3,3,3,3
S44,47,Female,5,5,2,2,1,2,medium,negative,3,4,4,3,4,4,3,3,3,3,3,3
S44,47,Female,5,5,2,2,1,2,high,positive,4,4,4,4,4,5,3,3,3,3,3,3
S44,47,Female,5,5,2,2,1,2,high,negative,4,5,4,4,4,5,3,3,3,3,3,3
S44,47,Female,5,5,2,2,1,2,low,positive,3,3,4,1,2,2,3,3,3,3,3,3
S44,47,Female,5,5,2,2,1,2,low,negative,3,4,4,1,1,2,3,3,3,3,3,3
B45,23,Female,5,5,4,2,3,2,high,positive,3,5,5,4,3,3,1,3,1,3,3,3
B45,23,Female,5,5,4,2,3,2,high,negative,2,4,3,4,3,3,1,3,1,3,3,3
B45,23,Female,5,5,4,2,3,2,low,positive,4,5,5,3,2,3,1,3,1,3,3,3
B45,23,Female,5,5,4,2,3,2,low,negative,2,3,4,3,3,3,1,3,1,3,3,3
B45,23,Female,5,5,4,2,3,2,medium,positive,2,2,3,3,2,2,1,3,1,3,3,3
B45,23,Female,5,5,4,2,3,2,medium,negative,2,2,2,3,2,2,1,3,1,3,3,3
Y46,38,Female,5,5,5,3,3,1,low,positive,3,3,4,3,4,3,2,2,2,2,2,2
Y46,38,Female,5,5,5,3,3,1,low,negative,1,3,4,3,3,4,2,2,2,2,2,2
Y46,38,Female,5,5,5,3,3,1,medium,positive,4,4,4,5,4,5,2,2,2,2,2,2
Y46,38,Female,5,5,5,3,3,1,medium,negative,4,4,4,4,4,5,2,2,2,2,2,2
Y46,38,Female,5,5,5,3,3,1,high,positive,5,5,5,4,5,5,2,2,2,2,2,2
Y46,38,Female,5,5,5,3,3,1,high,negative,3,4,4,5,5,5,2,2,2,2,2,2
A47,20,Female,5,5,2,1,3,1,medium,positive,3,2,3,2,2,3,1,3,1,3,3,3
A47,20,Female,5,5,2,1,3,1,medium,negative,3,3,2,2,3,2,1,3,1,3,3,3
A47,20,Female,5,5,2,1,3,1,high,positive,4,4,4,4,4,3,1,3,1,3,3,3
A47,20,Female,5,5,2,1,3,1,high,negative,3,3,4,3,3,3,1,3,1,3,3,3
A47,20,Female,5,5,2,1,3,1,low,positive,4,3,4,2,4,4,1,3,1,3,3,3
A47,20,Female,5,5,2,1,3,1,low,negative,4,3,4,2,4,4,1,3,1,3,3,3
